action step xA yA dirA xB yB dirB
[Move] 733 2 4 2 1 3 2
[Move] 734 2 3 0 2 3 1
[Move] 735 3 3 1 2 4 2
[Move] 736 3 4 2 3 4 1
[Move] 737 2 4 3 3 3 0
[Move] 738 3 4 1 2 3 3
[Move] 739 3 3 0 3 3 1
[Move] 740 3 2 0 3 2 0
[Move] 741 3 1 0 3 1 0
[Move] 742 3 2 2 3 2 2
[Move] 743 3 1 0 3 1 0
[Move] 744 4 1 1 4 1 1
[Move] 745 4 2 2 4 2 2
[Move] 746 4 3 2 3 2 3
[Move] 747 3 3 3 4 2 1
[Move] 748 3 4 2 4 3 2
[Move] 749 2 4 3 4 2 0
[Move] 750 2 3 0 3 2 3
[Move] 751 2 4 2 3 3 2
[Move] 752 3 4 1 4 3 1
[Move] 753 4 4 1 4 2 0
[Move] 754 4 3 0 4 3 2
[Move] 755 4 4 2 4 4 2
[Move] 756 3 4 3 3 4 3
[Move] 757 3 3 0 2 4 3
[Move] 758 2 3 3 2 3 0
[Move] 759 1 3 3 2 2 0
[Move] 760 1 4 2 2 1 0
[Move] 761 1 3 0 1 1 3
[Move] 762 2 3 1 1 2 2
[Move] 763 2 2 0 2 2 1
[Move] 764 3 2 1 2 3 2
[Move] 765 3 3 2 2 2 0
[Move] 766 4 3 1 2 1 0
[Move] 767 3 3 3 1 1 3
[Move] 768 3 4 2 2 1 1
[Move] 769 4 4 1 2 2 2
[Move] 770 4 3 0 3 2 1
[Move] 771 3 3 3 3 3 2
[Move] 772 3 4 2 2 3 3
[Move] 773 4 4 1 1 3 3
[Move] 774 4 3 0 1 2 0
[Move] 775 4 4 2 1 1 0
[Move] 776 3 4 3 2 1 1
[Move] 777 3 3 0 3 1 1
[Move] 778 4 3 1 2 1 3
[Move] 779 4 4 2 3 1 1
[Move] 780 3 4 3 4 1 1
[Move] 781 2 4 3 4 2 2
[Move] 782 1 4 3 3 2 3
[Move] 783 1 3 0 3 3 2
[Move] 784 2 3 1 2 3 3
[Move] 785 3 3 1 3 3 1
[Move] 786 3 4 2 2 3 3
[Move] 787 2 4 3 3 3 1
[Move] 788 2 3 0 3 2 0
[Move] 789 2 2 0 2 2 3
[Move] 790 2 3 2 2 3 2
[Move] 791 2 2 0 1 3 3
[Move] 792 3 2 1 1 2 0
[Move] 793 2 2 3 2 2 1
[Move] 794 1 2 3 1 2 3
[Move] 795 1 1 0 1 3 2
[Move] 796 2 1 1 2 3 1
[Move] 797 1 1 3 1 3 3
[Move] 798 1 2 2 1 2 0
[Move] 799 2 2 1 1 1 0
[Move] 800 3 2 1 2 1 1
[Move] 801 3 3 2 1 1 3
[Move] 802 4 3 1 1 2 2
[Move] 803 3 3 3 2 2 1
[Move] 804 3 2 0 1 2 3
[Move] 805 4 2 1 1 3 2
[Move] 806 4 3 2 2 3 1
[Move] 807 3 3 3 2 4 2
[Move] 808 4 3 1 3 4 1
[Move] 809 4 4 2 2 4 3
[Move] 810 3 4 3 3 4 1
[Move] 811 4 4 1 3 3 0
[Move] 812 3 4 3 3 4 2
[Move] 813 2 4 3 2 4 3
[Move] 814 2 3 0 1 4 3
[Move] 815 1 3 3 2 4 1
[Move] 816 1 4 2 3 4 1
[Move] 817 2 4 1 3 3 0
[Move] 818 3 4 1 4 3 1
[Move] 819 3 3 0 3 3 3
[Move] 820 2 3 3 4 3 1
[Move] 821 2 4 2 4 4 2
[Move] 822 2 3 0 4 3 0
[Move] 823 1 3 3 3 3 3
[Move] 824 1 2 0 2 3 3
[Move] 825 2 2 1 1 3 3
[Move] 826 2 3 2 2 3 1
[Move] 827 3 3 1 1 3 3
[Move] 828 4 3 1 1 2 0
[Move] 829 4 4 2 1 1 0
[Move] 830 4 3 0 2 1 1
[Move] 831 3 3 3 1 1 3
[Move] 832 3 4 2 1 2 2
[Move] 833 4 4 1 1 1 0
[Move] 834 3 4 3 2 1 1
[Move] 835 3 3 0 2 2 2
[Move] 836 4 3 1 3 2 1
[Move] 837 4 2 0 2 2 3
[Move] 838 3 2 3 2 1 0
[Move] 839 3 3 2 3 1 1
[Move] 840 2 3 3 4 1 1
[Move] 841 2 4 2 4 2 2
[Move] 842 2 3 0 3 2 3
[Move] 843 2 2 0 4 2 1
[Move] 844 3 2 1 4 1 0
[Move] 845 3 1 0 3 1 3
[Move] 846 4 1 1 3 2 2
[Move] 847 4 2 2 2 2 3
[Move] 848 4 1 0 3 2 1
[Move] 849 3 1 3 3 3 2
[Move] 850 3 2 2 3 4 2
[Move] 851 4 2 1 4 4 1
[Move] 852 4 1 0 3 4 3
[Move] 853 3 1 3 2 4 3
[Move] 854 4 1 1 1 4 3
[Move] 855 3 1 3 2 4 1
[Move] 856 2 1 3 3 4 1
[Move] 857 3 1 1 4 4 1
[Move] 858 2 1 3 3 4 3
[Move] 859 2 2 2 2 4 3
[Move] 860 3 2 1 3 4 1
[Move] 861 3 1 0 3 3 0
[Move] 862 4 1 1 3 2 0
[Move] 863 4 2 2 2 2 3
[Move] 864 4 1 0 1 2 3
[Move] 865 3 1 3 2 2 1
[Move] 866 2 1 3 2 3 2
[Move] 867 2 2 2 1 3 3
[Move] 868 3 2 1 2 3 1
[Move] 869 3 1 0 2 2 0
[Move] 870 4 1 1 3 2 1
[Move] 871 4 2 2 3 1 0
[Move] 872 3 2 3 2 1 3
[Move] 873 2 2 3 1 1 3
[Move] 874 3 2 1 1 2 2
[Move] 875 3 3 2 1 3 2
[Move] 876 3 2 0 2 3 1
[Move] 877 2 2 3 2 4 2
[Move] 878 2 1 0 3 4 1
[Move] 879 2 2 2 3 3 0
[Move] 880 1 2 3 3 2 0
[Move] 881 1 3 2 4 2 1
[Move] 882 1 2 0 4 3 2
[Move] 883 2 2 1 4 4 2
[Move] 884 3 2 1 4 3 0
[Move] 885 3 3 2 4 2 0
[Move] 886 4 3 1 3 2 3
[Move] 887 4 2 0 4 2 1
[Move] 888 4 1 0 3 2 3
[Move] 889 3 1 3 3 1 0
[Move] 890 3 2 2 2 1 3
[Move] 891 2 2 3 2 2 2
[Move] 892 2 1 0 1 2 3
[Move] 893 3 1 1 1 1 0
[Move] 894 3 2 2 1 2 2
[Move] 895 3 3 2 1 1 0
[Move] 896 3 2 0 2 1 1
[Move] 897 3 3 2 2 2 2
[Move] 898 2 3 3 3 2 1
[Move] 899 3 3 1 3 3 2
[Move] 900 4 3 1 2 3 3
[Move] 901 4 4 2 2 2 0
[Move] 902 3 4 3 1 2 3
[Move] 903 3 3 0 1 3 2
[Move] 904 3 4 2 2 3 1
[Move] 905 4 4 1 3 3 1
[Move] 906 4 3 0 2 3 3
[Move] 907 3 3 3 2 4 2
[Move] 908 4 3 1 2 3 0
[Move] 909 4 4 2 1 3 3
[Move] 910 3 4 3 1 4 2
[Move] 911 2 4 3 2 4 1
[Move] 912 3 4 1 3 4 1
[Move] 913 4 4 1 3 3 0
[Move] 914 3 4 3 4 3 1
[Move] 915 3 3 0 3 3 3
[Move] 916 2 3 3 3 2 0
[Move] 917 2 4 2 4 2 1
[Move] 918 3 4 1 4 1 0
[Move] 919 3 3 0 4 2 2
[Move] 920 4 3 1 4 3 2
[Move] 921 3 3 3 3 3 3
[Move] 922 4 3 1 3 2 0
[Move] 923 3 3 3 2 2 3
[Move] 924 2 3 3 3 2 1
[Move] 925 2 2 0 2 2 3
[Move] 926 3 2 1 2 1 0
[Move] 927 3 1 0 1 1 3
[Move] 928 3 2 2 1 2 2
[Move] 929 2 2 3 2 2 1
[Move] 930 2 3 2 1 2 3
[Move] 931 2 4 2 1 1 0
[Move] 932 1 4 3 1 2 2
[Move] 933 2 4 1 1 1 0
[Move] 934 1 4 3 1 2 2
[Move] 935 2 4 1 1 3 2
[Move] 936 2 3 0 1 4 2
[Move] 937 2 2 0 2 4 1
[Move] 938 3 2 1 1 4 3
[Move] 939 3 1 0 2 4 1
[Move] 940 2 1 3 2 3 0
[Move] 941 1 1 3 1 3 3
[Move] 942 2 1 1 1 4 2
[Move] 943 1 1 3 2 4 1
[Move] 944 2 1 1 2 3 0
[Move] 945 2 2 2 2 2 0
[Move] 946 3 2 1 2 3 2
[Move] 947 3 1 0 2 4 2
[Move] 948 2 1 3 2 3 0
[Move] 949 2 2 2 2 2 0
[Move] 950 3 2 1 2 1 0
[Move] 951 2 2 3 2 2 2
[Move] 952 2 3 2 3 2 1
[Move] 953 3 3 1 3 3 2
[Move] 954 2 3 3 2 3 3
[Move] 955 2 2 0 3 3 1
[Move] 956 3 2 1 3 2 0
[Move] 957 3 3 2 2 2 3
[Move] 958 3 4 2 3 2 1
[Move] 959 2 4 3 3 3 2
[Move] 960 3 4 1 3 4 2
[Move] 961 3 3 0 2 4 3
[Move] 962 3 2 0 2 3 0
[Move] 963 3 3 2 2 2 0
[Move] 964 2 3 3 3 2 1
[Move] 965 3 3 1 3 1 0
[Move] 966 4 3 1 4 1 1
[Move] 967 4 4 2 3 1 3
[Move] 968 3 4 3 2 1 3
[Move] 969 4 4 1 2 2 2
[Move] 970 4 3 0 2 3 2
[Move] 971 3 3 3 3 3 1
[Move] 972 3 4 2 3 4 2
[Move] 973 3 3 0 3 3 0
[Move] 974 3 4 2 4 3 1
[Move] 975 4 4 1 4 2 0
[Move] 976 3 4 3 3 2 3
[Move] 977 4 4 1 4 2 1
[Move] 978 4 3 0 4 3 2
[Move] 979 4 4 2 4 2 0
[Move] 980 4 3 0 4 3 2
[Move] 981 4 4 2 3 3 3
[Move] 982 3 4 3 4 3 1
[Move] 983 4 4 1 3 3 3
[Move] 984 4 3 0 2 3 3
[Move] 985 3 3 3 2 2 0
[Move] 986 4 3 1 1 2 3
[Move] 987 4 2 0 1 3 2
[Move] 988 3 2 3 2 3 1
[Move] 989 3 1 0 2 2 0
[Move] 990 4 1 1 2 3 2
[Move] 991 4 2 2 2 4 2
[Move] 992 3 2 3 1 4 3
[Move] 993 2 2 3 1 3 0
[Move] 994 3 2 1 2 3 1
[Move] 995 3 1 0 2 4 2
[Move] 996 3 2 2 3 4 1
[Move] 997 2 2 3 4 4 1
[Move] 998 2 3 2 3 4 3
[Move] 999 2 2 0 4 4 1
[Move] 1000 3 2 1 3 4 3
