action step xA yA dirA xB yB dirB
[Move] 87 1 1 0 1 1 3
[Move] 88 2 1 1 2 1 1
[Move] 89 3 1 1 1 1 3
[Move] 90 3 2 2 2 1 1
[Move] 91 3 1 0 3 1 1
[Move] 92 3 2 2 4 1 1
[Move] 93 2 2 3 4 2 2
[Move] 94 1 2 3 4 3 2
[Move] 95 2 2 1 4 2 0
[Move] 96 3 2 1 3 2 3
[Move] 97 3 3 2 4 2 1
[Move] 98 2 3 3 4 1 0
[Move] 99 2 4 2 4 2 2
[Move] 100 3 4 1 4 1 0
[Move] 101 3 3 0 4 2 2
[Move] 102 4 3 1 3 2 3
[Move] 103 3 3 3 4 2 1
[Move] 104 3 2 0 4 1 0
[Move] 105 3 3 2 3 1 3
[Move] 106 2 3 3 3 2 2
[Move] 107 1 3 3 4 2 1
[Move] 108 1 4 2 3 2 3
[Move] 109 1 3 0 4 2 1
[Move] 110 1 2 0 4 1 0
[Move] 111 2 2 1 3 1 3
[Move] 112 2 3 2 2 1 3
[Move] 113 2 4 2 2 2 2
[Move] 114 2 3 0 3 2 1
[Move] 115 3 3 1 2 2 3
[Move] 116 3 4 2 1 2 3
[Move] 117 2 4 3 2 2 1
[Move] 118 3 4 1 3 2 1
[Move] 119 4 4 1 3 1 0
[Move] 120 4 3 0 2 1 3
[Move] 121 4 4 2 3 1 1
[Move] 122 4 3 0 2 1 3
[Move] 123 4 2 0 3 1 1
[Move] 124 4 1 0 3 2 2
[Move] 125 4 2 2 3 3 2
[Move] 126 4 1 0 4 3 1
[Move] 127 4 2 2 3 3 3
[Move] 128 4 3 2 4 3 1
[Move] 129 3 3 3 3 3 3
[Move] 130 4 3 1 3 4 2
[Move] 131 3 3 3 2 4 3
[Move] 132 2 3 3 1 4 3
[Move] 133 2 4 2 1 3 0
[Move] 134 1 4 3 2 3 1
[Move] 135 2 4 1 3 3 1
[Move] 136 1 4 3 3 4 2
[Move] 137 2 4 1 2 4 3
[Move] 138 1 4 3 2 3 0
[Move] 139 1 3 0 2 2 0
[Move] 140 1 4 2 3 2 1
[Move] 141 2 4 1 3 1 0
[Move] 142 3 4 1 3 2 2
[Move] 143 2 4 3 3 3 2
[Move] 144 2 3 0 2 3 3
[Move] 145 1 3 3 1 3 3
[Move] 146 1 4 2 1 4 2
[Move] 147 1 3 0 1 3 0
[Move] 148 1 4 2 1 4 2
[Move] 149 1 3 0 1 3 0
[Move] 150 2 3 1 1 4 2
[Move] 151 2 4 2 1 3 0
[Move] 152 1 4 3 2 3 1
[Move] 153 2 4 1 1 3 3
[Move] 154 1 4 3 2 3 1
[Move] 155 2 4 1 2 4 2
[Move] 156 1 4 3 3 4 1
[Move] 157 1 3 0 2 4 3
[Move] 158 2 3 1 3 4 1
[Move] 159 2 4 2 2 4 3
[Move] 160 2 3 0 3 4 1
[Move] 161 3 3 1 4 4 1
[Move] 162 4 3 1 4 3 0
[Move] 163 3 3 3 4 4 2
[Move] 164 3 4 2 4 3 0
[Move] 165 2 4 3 4 4 2
[Move] 166 1 4 3 4 3 0
[Move] 167 2 4 1 3 3 3
[Move] 168 1 4 3 2 3 3
[Move] 169 1 3 0 1 3 3
[Move] 170 1 2 0 1 4 2
[Move] 171 1 3 2 1 3 0
[Move] 172 1 4 2 1 2 0
[Move] 173 2 4 1 2 2 1
[Move] 174 3 4 1 3 2 1
[Move] 175 4 4 1 2 2 3
[Move] 176 3 4 3 1 2 3
[Move] 177 3 3 0 1 3 2
[Move] 178 3 4 2 1 2 0
[Move] 179 3 3 0 1 3 2
[Move] 180 3 2 0 1 2 0
[Move] 181 2 2 3 1 1 0
[Move] 182 2 1 0 1 2 2
[Move] 183 3 1 1 1 1 0
[Move] 184 4 1 1 2 1 1
[Move] 185 4 2 2 2 2 2
[Move] 186 4 1 0 2 3 2
[Move] 187 4 2 2 2 4 2
[Move] 188 3 2 3 1 4 3
[Move] 189 3 3 2 1 3 0
[Move] 190 3 4 2 1 4 2
[Move] 191 4 4 1 1 3 0
[Move] 192 4 3 0 1 2 0
[Move] 193 4 4 2 1 1 0
[Move] 194 3 4 3 1 2 2
[Move] 195 3 3 0 1 1 0
[Move] 196 2 3 3 1 2 2
[Move] 197 3 3 1 1 3 2
[Move] 198 4 3 1 1 4 2
[Move] 199 4 2 0 1 3 0
[Move] 200 4 1 0 1 2 0
[Move] 201 3 1 3 1 1 0
[Move] 202 2 1 3 2 1 1
[Move] 203 1 1 3 1 1 3
[Move] 204 1 2 2 2 1 1
[Move] 205 2 2 1 1 1 3
[Move] 206 3 2 1 1 2 2
[Move] 207 3 3 2 1 3 2
[Move] 208 3 2 0 1 4 2
[Move] 209 4 2 1 2 4 1
[Move] 210 3 2 3 3 4 1
[Move] 211 4 2 1 2 4 3
[Move] 212 3 2 3 2 3 0
[Move] 213 4 2 1 2 4 2
[Move] 214 3 2 3 3 4 1
[Move] 215 3 1 0 2 4 3
[Move] 216 2 1 3 3 4 1
[Move] 217 2 2 2 4 4 1
[Move] 218 1 2 3 4 3 0
[Move] 219 1 1 0 4 2 0
[Move] 220 2 1 1 3 2 3
[Move] 221 1 1 3 2 2 3
[Move] 222 2 1 1 2 3 2
[Move] 223 2 2 2 1 3 3
[Move] 224 2 3 2 1 4 2
[Move] 225 3 3 1 2 4 1
[Move] 226 4 3 1 2 3 0
[Move] 227 3 3 3 3 3 1
[Move] 228 3 4 2 2 3 3
[Move] 229 2 4 3 3 3 1
[Move] 230 1 4 3 3 4 2
[Move] 231 2 4 1 3 3 0
[Move] 232 2 3 0 2 3 3
[Move] 233 3 3 1 3 3 1
[Move] 234 4 3 1 3 2 0
[Move] 235 4 2 0 2 2 3
[Move] 236 4 1 0 2 1 0
[Move] 237 4 2 2 1 1 3
[Move] 238 3 2 3 1 2 2
[Move] 239 4 2 1 1 3 2
[Move] 240 4 1 0 1 2 0
[Move] 241 3 1 3 1 3 2
[Move] 242 2 1 3 2 3 1
[Move] 243 2 2 2 2 4 2
[Move] 244 1 2 3 1 4 3
[Move] 245 1 1 0 2 4 1
[Move] 246 1 2 2 1 4 3
[Move] 247 1 3 2 1 3 0
[Move] 248 1 2 0 1 2 0
[Move] 249 2 2 1 1 3 2
[Move] 250 1 2 3 1 2 0
[Move] 251 1 3 2 2 2 1
[Move] 252 2 3 1 2 3 2
[Move] 253 2 4 2 1 3 3
[Move] 254 1 4 3 1 4 2
[Move] 255 1 3 0 2 4 1
[Move] 256 1 4 2 2 3 0
[Move] 257 1 3 0 3 3 1
[Move] 258 2 3 1 3 4 2
[Move] 259 3 3 1 4 4 1
[Move] 260 2 3 3 3 4 3
[Move] 261 3 3 1 2 4 3
[Move] 262 3 2 0 3 4 1
[Move] 263 4 2 1 4 4 1
[Move] 264 3 2 3 4 3 0
[Move] 265 3 1 0 4 2 0
[Move] 266 2 1 3 4 3 2
[Move] 267 3 1 1 4 4 2
[Move] 268 3 2 2 4 3 0
[Move] 269 3 3 2 4 4 2
[Move] 270 3 4 2 3 4 3
[Move] 271 3 3 0 2 4 3
[Move] 272 3 2 0 3 4 1
[Move] 273 3 1 0 4 4 1
[Move] 274 3 2 2 3 4 3
[Move] 275 2 2 3 2 4 3
[Move] 276 2 1 0 3 4 1
[Move] 277 2 2 2 3 3 0
[Move] 278 2 3 2 3 4 2
[Move] 279 2 4 2 3 3 0
[Move] 280 1 4 3 4 3 1
[Move] 281 1 3 0 4 4 2
[Move] 282 1 4 2 3 4 3
[Move] 283 2 4 1 3 3 0
[Move] 284 2 3 0 3 2 0
[Move] 285 3 3 1 3 1 0
[Move] 286 3 2 0 3 2 2
[Move] 287 2 2 3 3 3 2
[Move] 288 2 1 0 2 3 3
[Move] 289 2 2 2 1 3 3
[Move] 290 2 3 2 1 4 2
[Move] 291 3 3 1 1 3 0
[Move] 292 2 3 3 2 3 1
[Move] 293 3 3 1 3 3 1
[Move] 294 4 3 1 4 3 1
[Move] 295 4 2 0 4 4 2
[Move] 296 4 1 0 4 3 0
[Move] 297 3 1 3 4 4 2
[Move] 298 2 1 3 3 4 3
[Move] 299 3 1 1 2 4 3
[Move] 300 4 1 1 3 4 1
[Move] 301 3 1 3 2 4 3
[Move] 302 4 1 1 1 4 3
[Move] 303 4 2 2 2 4 1
[Move] 304 4 3 2 2 3 0
[Move] 305 3 3 3 3 3 1
[Move] 306 4 3 1 2 3 3
[Move] 307 4 2 0 2 4 2
[Move] 308 4 1 0 3 4 1
[Move] 309 3 1 3 4 4 1
[Move] 310 4 1 1 3 4 3
[Move] 311 4 2 2 2 4 3
[Move] 312 3 2 3 1 4 3
[Move] 313 4 2 1 2 4 1
[Move] 314 4 3 2 1 4 3
[Move] 315 4 2 0 1 3 0
[Move] 316 4 3 2 2 3 1
[Move] 317 3 3 3 2 4 2
[Move] 318 3 2 0 3 4 1
[Move] 319 2 2 3 2 4 3
[Move] 320 2 1 0 2 3 0
[Move] 321 2 2 2 3 3 1
[Move] 322 2 1 0 2 3 3
[Move] 323 2 2 2 2 2 0
[Move] 324 1 2 3 2 1 0
[Move] 325 1 1 0 1 1 3
[Move] 326 2 1 1 1 2 2
[Move] 327 3 1 1 1 1 0
[Move] 328 4 1 1 2 1 1
[Move] 329 3 1 3 1 1 3
[Move] 330 3 2 2 2 1 1
[Move] 331 2 2 3 1 1 3
[Move] 332 1 2 3 2 1 1
[Move] 333 1 1 0 1 1 3
[Move] 334 2 1 1 1 2 2
[Move] 335 2 2 2 2 2 1
[Move] 336 1 2 3 1 2 3
[Move] 337 1 3 2 1 3 2
[Move] 338 1 2 0 1 4 2
[Move] 339 2 2 1 2 4 1
[Move] 340 1 2 3 3 4 1
[Move] 341 1 1 0 4 4 1
[Move] 342 2 1 1 3 4 3
[Move] 343 2 2 2 3 3 0
[Move] 344 3 2 1 3 2 0
[Move] 345 3 1 0 3 1 0
[Move] 346 3 2 2 4 1 1
[Move] 347 4 2 1 3 1 3
[Move] 348 4 1 0 4 1 1
[Move] 349 4 2 2 3 1 3
[Move] 350 3 2 3 4 1 1
[Move] 351 2 2 3 4 2 2
[Move] 352 2 1 0 4 1 0
[Move] 353 1 1 3 4 2 2
[Move] 354 2 1 1 4 3 2
[Move] 355 3 1 1 4 2 0
[Move] 356 3 2 2 4 1 0
[Move] 357 3 3 2 3 1 3
[Move] 358 3 4 2 2 1 3
[Move] 359 4 4 1 2 2 2
[Move] 360 4 3 0 2 1 0
[Move] 361 3 3 3 2 2 2
[Move] 362 3 4 2 3 2 1
[Move] 363 3 3 0 4 2 1
[Move] 364 3 4 2 4 1 0
[Move] 365 4 4 1 3 1 3
[Move] 366 3 4 3 4 1 1
[Move] 367 2 4 3 4 2 2
[Move] 368 3 4 1 3 2 3
[Move] 369 4 4 1 3 1 0
[Move] 370 3 4 3 4 1 1
[Move] 371 3 3 0 4 2 2
[Move] 372 4 3 1 4 3 2
[Move] 373 4 4 2 4 4 2
[Move] 374 3 4 3 3 4 3
[Move] 375 3 3 0 3 3 0
[Move] 376 2 3 3 2 3 3
[Move] 377 1 3 3 2 2 0
[Move] 378 2 3 1 2 1 0
[Move] 379 1 3 3 1 1 3
[Move] 380 2 3 1 1 2 2
[Move] 381 3 3 1 1 3 2
[Move] 382 3 2 0 2 3 1
[Move] 383 3 3 2 1 3 3
[Move] 384 3 4 2 1 4 2
[Move] 385 4 4 1 2 4 1
[Move] 386 4 3 0 2 3 0
[Move] 387 3 3 3 2 2 0
[Move] 388 3 4 2 1 2 3
[Move] 389 3 3 0 2 2 1
[Move] 390 3 4 2 3 2 1
[Move] 391 4 4 1 3 1 0
[Move] 392 4 3 0 2 1 3
[Move] 393 4 4 2 1 1 3
[Move] 394 4 3 0 2 1 1
[Move] 395 3 3 3 2 2 2
[Move] 396 2 3 3 2 1 0
[Move] 397 2 2 0 2 2 2
[Move] 398 1 2 3 2 3 2
[Move] 399 1 1 0 3 3 1
[Move] 400 1 2 2 4 3 1
[Move] 401 1 3 2 3 3 3
[Move] 402 2 3 1 2 3 3
[Move] 403 1 3 3 2 2 0
[Move] 404 2 3 1 1 2 3
[Move] 405 3 3 1 2 2 1
[Move] 406 3 4 2 2 1 0
[Move] 407 4 4 1 2 2 2
[Move] 408 3 4 3 2 3 2
[Move] 409 4 4 1 1 3 3
[Move] 410 4 3 0 2 3 1
[Move] 411 3 3 3 2 4 2
[Move] 412 4 3 1 1 4 3
[Move] 413 4 4 2 1 3 0
[Move] 414 3 4 3 2 3 1
[Move] 415 3 3 0 3 3 1
[Move] 416 3 4 2 4 3 1
[Move] 417 4 4 1 3 3 3
[Move] 418 4 3 0 2 3 3
[Move] 419 4 2 0 2 2 0
[Move] 420 3 2 3 2 1 0
[Move] 421 4 2 1 1 1 3
[Move] 422 4 1 0 1 2 2
[Move] 423 3 1 3 2 2 1
[Move] 424 3 2 2 1 2 3
[Move] 425 2 2 3 1 3 2
[Move] 426 2 3 2 2 3 1
[Move] 427 1 3 3 2 4 2
[Move] 428 1 4 2 1 4 3
[Move] 429 2 4 1 1 3 0
[Move] 430 1 4 3 1 4 2
[Move] 431 2 4 1 1 3 0
[Move] 432 2 3 0 1 2 0
[Move] 433 1 3 3 1 1 0
[Move] 434 2 3 1 2 1 1
[Move] 435 3 3 1 3 1 1
[Move] 436 4 3 1 2 1 3
[Move] 437 4 2 0 2 2 2
[Move] 438 3 2 3 2 3 2
[Move] 439 2 2 3 3 3 1
[Move] 440 2 3 2 3 4 2
[Move] 441 2 2 0 2 4 3
[Move] 442 2 1 0 3 4 1
[Move] 443 3 1 1 2 4 3
[Move] 444 2 1 3 1 4 3
[Move] 445 2 2 2 1 3 0
[Move] 446 3 2 1 2 3 1
[Move] 447 3 3 2 2 2 0
[Move] 448 4 3 1 2 3 2
[Move] 449 4 4 2 1 3 3
[Move] 450 3 4 3 2 3 1
[Move] 451 4 4 1 2 4 2
[Move] 452 3 4 3 1 4 3
[Move] 453 4 4 1 2 4 1
[Move] 454 3 4 3 1 4 3
[Move] 455 4 4 1 1 3 0
[Move] 456 3 4 3 1 2 0
[Move] 457 2 4 3 1 1 0
[Move] 458 3 4 1 2 1 1
[Move] 459 2 4 3 2 2 2
[Move] 460 2 3 0 2 3 2
[Move] 461 2 4 2 2 2 0
[Move] 462 3 4 1 2 1 0
[Move] 463 3 3 0 3 1 1
[Move] 464 2 3 3 2 1 3
[Move] 465 2 4 2 2 2 2
[Move] 466 2 3 0 2 3 2
[Move] 467 3 3 1 2 4 2
[Move] 468 2 3 3 1 4 3
[Move] 469 2 2 0 2 4 1
[Move] 470 2 3 2 2 3 0
[Move] 471 2 4 2 3 3 1
[Move] 472 2 3 0 2 3 3
[Move] 473 3 3 1 2 2 0
[Move] 474 4 3 1 2 1 0
[Move] 475 4 2 0 3 1 1
[Move] 476 3 2 3 4 1 1
[Move] 477 3 3 2 3 1 3
[Move] 478 3 4 2 2 1 3
[Move] 479 2 4 3 2 2 2
[Move] 480 2 3 0 2 1 0
[Move] 481 2 4 2 2 2 2
[Move] 482 3 4 1 2 1 0
[Move] 483 3 3 0 1 1 3
[Move] 484 3 2 0 2 1 1
[Move] 485 2 2 3 1 1 3
[Move] 486 3 2 1 1 2 2
[Move] 487 3 1 0 1 3 2
[Move] 488 3 2 2 1 4 2
[Move] 489 2 2 3 2 4 1
[Move] 490 2 3 2 2 3 0
[Move] 491 2 4 2 2 4 2
[Move] 492 1 4 3 3 4 1
[Move] 493 2 4 1 4 4 1
[Move] 494 2 3 0 3 4 3
[Move] 495 2 4 2 4 4 1
[Move] 496 1 4 3 4 3 0
[Move] 497 2 4 1 4 4 2
[Move] 498 3 4 1 4 3 0
[Move] 499 3 3 0 4 2 0
[Move] 500 3 4 2 3 2 3
[Move] 501 2 4 3 3 3 2
[Move] 502 1 4 3 3 2 0
[Move] 503 1 3 0 2 2 3
[Move] 504 1 2 0 2 1 0
[Move] 505 1 1 0 3 1 1
[Move] 506 1 2 2 3 2 2
[Move] 507 2 2 1 3 1 0
[Move] 508 3 2 1 3 2 2
[Move] 509 2 2 3 3 1 0
[Move] 510 2 1 0 2 1 3
[Move] 511 3 1 1 1 1 3
[Move] 512 2 1 3 2 1 1
[Move] 513 3 1 1 3 1 1
[Move] 514 4 1 1 2 1 3
[Move] 515 4 2 2 2 2 2
[Move] 516 4 3 2 2 3 2
[Move] 517 4 4 2 3 3 1
[Move] 518 4 3 0 2 3 3
[Move] 519 4 2 0 2 4 2
[Move] 520 4 3 2 2 3 0
[Move] 521 4 2 0 2 2 0
[Move] 522 4 3 2 2 3 2
[Move] 523 4 4 2 2 2 0
[Move] 524 4 3 0 3 2 1
[Move] 525 4 4 2 2 2 3
[Move] 526 3 4 3 2 1 0
[Move] 527 4 4 1 1 1 3
[Move] 528 3 4 3 1 2 2
[Move] 529 4 4 1 2 2 1
[Move] 530 4 3 0 2 1 0
[Move] 531 3 3 3 2 2 2
[Move] 532 2 3 3 1 2 3
[Move] 533 3 3 1 1 1 0
[Move] 534 2 3 3 1 2 2
[Move] 535 2 4 2 1 3 2
[Move] 536 3 4 1 1 2 0
[Move] 537 4 4 1 1 3 2
[Move] 538 4 3 0 2 3 1
[Move] 539 4 4 2 2 4 2
[Move] 540 4 3 0 1 4 3
[Move] 541 4 4 2 1 3 0
[Move] 542 4 3 0 1 2 0
[Move] 543 4 4 2 1 1 0
[Move] 544 4 3 0 1 2 2
[Move] 545 4 4 2 2 2 1
[Move] 546 4 3 0 3 2 1
[Move] 547 3 3 3 4 2 1
[Move] 548 3 4 2 4 3 2
[Move] 549 3 3 0 4 4 2
[Move] 550 4 3 1 4 3 0
[Move] 551 4 4 2 4 4 2
[Move] 552 4 3 0 3 4 3
[Move] 553 4 2 0 3 3 0
[Move] 554 4 1 0 3 2 0
[Move] 555 4 2 2 3 3 2
[Move] 556 4 1 0 3 4 2
[Move] 557 3 1 3 4 4 1
[Move] 558 2 1 3 3 4 3
[Move] 559 3 1 1 2 4 3
[Move] 560 2 1 3 2 3 0
[Move] 561 1 1 3 3 3 1
[Move] 562 1 2 2 3 4 2
[Move] 563 1 3 2 2 4 3
[Move] 564 1 4 2 2 3 0
[Move] 565 1 3 0 2 4 2
[Move] 566 1 2 0 2 3 0
[Move] 567 1 1 0 2 4 2
[Move] 568 1 2 2 2 3 0
[Move] 569 2 2 1 2 4 2
[Move] 570 2 1 0 1 4 3
[Move] 571 3 1 1 2 4 1
[Move] 572 2 1 3 2 3 0
[Move] 573 3 1 1 2 4 2
[Move] 574 2 1 3 2 3 0
[Move] 575 1 1 3 2 4 2
[Move] 576 2 1 1 1 4 3
[Move] 577 3 1 1 1 3 0
[Move] 578 2 1 3 2 3 1
[Move] 579 1 1 3 3 3 1
[Move] 580 2 1 1 4 3 1
[Move] 581 3 1 1 4 2 0
[Move] 582 3 2 2 4 1 0
[Move] 583 4 2 1 4 2 2
[Move] 584 3 2 3 4 3 2
[Move] 585 3 3 2 4 2 0
[Move] 586 2 3 3 4 3 2
[Move] 587 3 3 1 4 4 2
[Move] 588 3 2 0 4 3 0
[Move] 589 4 2 1 4 4 2
[Move] 590 3 2 3 3 4 3
[Move] 591 4 2 1 4 4 1
[Move] 592 3 2 3 4 3 0
[Move] 593 4 2 1 4 2 0
[Move] 594 4 1 0 4 1 0
[Move] 595 4 2 2 3 1 3
[Move] 596 4 3 2 2 1 3
[Move] 597 4 4 2 3 1 1
[Move] 598 3 4 3 4 1 1
[Move] 599 4 4 1 4 2 2
[Move] 600 3 4 3 3 2 3
[Move] 601 4 4 1 3 1 0
[Move] 602 3 4 3 2 1 3
[Move] 603 2 4 3 2 2 2
[Move] 604 3 4 1 1 2 3
[Move] 605 2 4 3 2 2 1
[Move] 606 2 3 0 1 2 3
[Move] 607 2 2 0 1 3 2
[Move] 608 2 3 2 1 4 2
[Move] 609 2 4 2 1 3 0
[Move] 610 1 4 3 2 3 1
[Move] 611 2 4 1 2 4 2
[Move] 612 2 3 0 2 3 0
[Move] 613 1 3 3 3 3 1
[Move] 614 2 3 1 4 3 1
[Move] 615 2 4 2 4 2 0
[Move] 616 1 4 3 4 3 2
[Move] 617 1 3 0 4 2 0
[Move] 618 1 4 2 4 1 0
[Move] 619 2 4 1 4 2 2
[Move] 620 1 4 3 4 1 0
[Move] 621 2 4 1 3 1 3
[Move] 622 1 4 3 4 1 1
[Move] 623 2 4 1 3 1 3
[Move] 624 3 4 1 3 2 2
[Move] 625 3 3 0 3 1 0
[Move] 626 3 2 0 3 2 2
[Move] 627 4 2 1 3 3 2
[Move] 628 3 2 3 3 2 0
[Move] 629 3 1 0 3 1 0
[Move] 630 3 2 2 4 1 1
[Move] 631 3 1 0 4 2 2
[Move] 632 4 1 1 4 3 2
[Move] 633 4 2 2 3 3 3
[Move] 634 4 3 2 4 3 1
[Move] 635 4 4 2 4 4 2
[Move] 636 3 4 3 4 3 0
[Move] 637 2 4 3 4 2 0
[Move] 638 3 4 1 4 3 2
[Move] 639 2 4 3 3 3 3
[Move] 640 2 3 0 3 4 2
[Move] 641 3 3 1 2 4 3
[Move] 642 3 2 0 2 3 0
[Move] 643 3 3 2 2 2 0
[Move] 644 2 3 3 2 1 0
[Move] 645 1 3 3 3 1 1
[Move] 646 1 2 0 2 1 3
[Move] 647 1 1 0 2 2 2
[Move] 648 1 2 2 1 2 3
[Move] 649 1 1 0 2 2 1
[Move] 650 1 2 2 1 2 3
[Move] 651 2 2 1 1 1 0
[Move] 652 2 3 2 1 2 2
[Move] 653 2 4 2 1 3 2
[Move] 654 1 4 3 2 3 1
[Move] 655 1 3 0 2 2 0
[Move] 656 2 3 1 3 2 1
[Move] 657 2 4 2 3 3 2
[Move] 658 2 3 0 3 2 0
[Move] 659 1 3 3 4 2 1
[Move] 660 1 4 2 4 3 2
[Move] 661 1 3 0 4 2 0
[Move] 662 1 4 2 4 3 2
[Move] 663 2 4 1 4 4 2
[Move] 664 3 4 1 4 3 0
[Move] 665 4 4 1 3 3 3
[Move] 666 3 4 3 3 2 0
[Move] 667 4 4 1 2 2 3
[Move] 668 4 3 0 3 2 1
[Move] 669 3 3 3 4 2 1
[Move] 670 2 3 3 4 1 0
[Move] 671 3 3 1 3 1 3
[Move] 672 3 2 0 3 2 2
[Move] 673 4 2 1 2 2 3
[Move] 674 3 2 3 1 2 3
[Move] 675 4 2 1 1 1 0
[Move] 676 4 3 2 2 1 1
[Move] 677 3 3 3 3 1 1
[Move] 678 3 2 0 4 1 1
[Move] 679 2 2 3 4 2 2
[Move] 680 3 2 1 4 3 2
[Move] 681 4 2 1 3 3 3
[Move] 682 4 3 2 4 3 1
[Move] 683 3 3 3 4 4 2
[Move] 684 3 2 0 3 4 3
[Move] 685 3 3 2 2 4 3
[Move] 686 3 2 0 1 4 3
[Move] 687 3 1 0 1 3 0
[Move] 688 3 2 2 1 4 2
[Move] 689 4 2 1 1 3 0
[Move] 690 3 2 3 1 2 0
[Move] 691 3 1 0 1 3 2
[Move] 692 3 2 2 1 2 0
[Move] 693 3 1 0 1 3 2
[Move] 694 2 1 3 2 3 1
[Move] 695 1 1 3 2 4 2
[Move] 696 1 2 2 3 4 1
[Move] 697 2 2 1 2 4 3
[Move] 698 2 3 2 1 4 3
[Move] 699 2 2 0 1 3 0
[Move] 700 2 1 0 1 4 2
[Move] 701 3 1 1 1 3 0
[Move] 702 2 1 3 1 4 2
[Move] 703 1 1 3 2 4 1
[Move] 704 1 2 2 1 4 3
[Move] 705 1 1 0 1 3 0
[Move] 706 1 2 2 1 4 2
[Move] 707 1 3 2 1 3 0
[Move] 708 1 2 0 1 4 2
[Move] 709 2 2 1 1 3 0
[Move] 710 1 2 3 2 3 1
[Move] 711 2 2 1 1 3 3
[Move] 712 2 1 0 1 2 0
[Move] 713 2 2 2 1 3 2
[Move] 714 2 1 0 1 2 0
[Move] 715 3 1 1 2 2 1
[Move] 716 3 2 2 3 2 1
[Move] 717 3 3 2 3 3 2
[Move] 718 3 2 0 2 3 3
[Move] 719 3 3 2 2 2 0
[Move] 720 2 3 3 2 1 0
[Move] 721 2 2 0 3 1 1
[Move] 722 2 3 2 3 2 2
[Move] 723 3 3 1 2 2 3
[Move] 724 4 3 1 1 2 3
[Move] 725 3 3 3 1 3 2
[Move] 726 4 3 1 1 2 0
[Move] 727 4 2 0 2 2 1
[Move] 728 4 1 0 2 1 0
[Move] 729 4 2 2 1 1 3
[Move] 730 4 1 0 2 1 1
[Move] 731 3 1 3 1 1 3
[Move] 732 3 2 2 1 2 2
[Move] 733 4 2 1 1 1 0
[Move] 734 3 2 3 2 1 1
