action step xA yA dirA xB yB dirB
[Move] 142 5 2 3 4 9 0
[Move] 143 5 3 2 3 9 3
[Move] 144 4 3 3 4 9 1
[Move] 145 3 3 3 4 10 2
[Move] 146 3 2 0 4 9 0
[Move] 147 3 1 0 5 9 1
[Move] 148 2 1 3 6 9 1
[Move] 149 1 1 3 7 9 1
[Move] 150 1 2 2 6 9 3
[Move] 151 2 2 1 6 8 0
[Move] 152 2 1 0 6 9 2
[Move] 153 1 1 3 7 9 1
[Move] 154 2 1 1 7 10 2
[Move] 155 3 1 1 7 9 0
[Move] 156 4 1 1 8 9 1
[Move] 157 5 1 1 9 9 1
[Move] 158 5 2 2 9 10 2
[Move] 159 6 2 1 9 9 0
[Move] 160 5 2 3 9 8 0
[Move] 161 6 2 1 9 9 2
[Move] 162 7 2 1 9 10 2
[Move] 163 7 3 2 8 10 3
[Move] 164 7 4 2 9 10 1
[Move] 165 8 4 1 8 10 3
[Move] 166 8 5 2 8 9 0
[Move] 167 8 4 0 7 9 3
[Move] 168 8 5 2 7 10 2
[Move] 169 7 5 3 8 10 1
[Move] 170 6 5 3 9 10 1
[Move] 171 7 5 1 8 10 3
[Move] 172 6 5 3 9 10 1
[Move] 173 6 6 2 9 9 0
[Move] 174 7 6 1 10 9 1
[Move] 175 7 7 2 9 9 3
[Move] 176 6 7 3 8 9 3
[Move] 177 7 7 1 9 9 1
[Move] 178 6 7 3 9 10 2
[Move] 179 7 7 1 8 10 3
[Move] 180 6 7 3 9 10 1
[Move] 181 7 7 1 10 10 1
[Move] 182 7 8 2 9 10 3
[Move] 183 8 8 1 10 10 1
[Move] 184 9 8 1 10 9 0
[Move] 185 9 7 0 10 8 0
[Move] 186 10 7 1 10 7 0
[Move] 187 10 8 2 10 8 2
[Move] 188 10 7 0 10 7 0
[Move] 189 10 8 2 9 7 3
[Move] 190 10 7 0 9 6 0
[Move] 191 10 8 2 8 6 3
[Move] 192 10 9 2 7 6 3
[Move] 193 9 9 3 7 7 2
[Move] 194 9 8 0 8 7 1
[Move] 195 10 8 1 8 8 2
[Move] 196 10 7 0 8 7 0
[Move] 197 9 7 3 8 6 0
[Move] 198 10 7 1 7 6 3
[Move] 199 10 6 0 6 6 3
[Move] 200 10 5 0 6 7 2
[Move] 201 9 5 3 5 7 3
[Move] 202 9 4 0 5 6 0
[Move] 203 9 5 2 5 7 2
[Move] 204 9 4 0 5 6 0
[Move] 205 10 4 1 6 6 1
[Move] 206 10 3 0 6 5 0
[Move] 207 10 2 0 6 4 0
[Move] 208 9 2 3 6 3 0
[Move] 209 9 3 2 5 3 3
[Move] 210 9 4 2 5 2 0
[Move] 211 9 5 2 5 1 0
[Move] 212 8 5 3 4 1 3
[Move] 213 8 6 2 5 1 1
[Move] 214 8 7 2 5 2 2
[Move] 215 7 7 3 4 2 3
[Move] 216 8 7 1 4 1 0
[Move] 217 8 8 2 4 2 2
[Move] 218 9 8 1 5 2 1
[Move] 219 9 7 0 6 2 1
[Move] 220 9 8 2 5 2 3
[Move] 221 8 8 3 4 2 3
[Move] 222 9 8 1 3 2 3
[Move] 223 9 9 2 2 2 3
[Move] 224 9 10 2 2 1 0
[Move] 225 10 10 1 1 1 3
[Move] 226 10 9 0 2 1 1
[Move] 227 10 10 2 3 1 1
[Move] 228 9 10 3 4 1 1
[Move] 229 10 10 1 4 2 2
[Move] 230 10 9 0 3 2 3
[Move] 231 10 8 0 2 2 3
[Move] 232 9 8 3 2 3 2
[Move] 233 9 7 0 2 4 2
[Move] 234 8 7 3 2 5 2
[Move] 235 9 7 1 3 5 1
[Move] 236 10 7 1 4 5 1
[Move] 237 10 8 2 5 5 1
[Move] 238 10 7 0 5 4 0
[Move] 239 10 8 2 6 4 1
[Move] 240 10 7 0 5 4 3
[Move] 241 10 8 2 5 3 0
[Move] 242 10 9 2 4 3 3
[Move] 243 9 9 3 4 2 0
[Move] 244 9 10 2 4 3 2
[Move] 245 10 10 1 4 4 2
[Move] 246 10 9 0 4 3 0
[Move] 247 10 10 2 5 3 1
[Move] 248 9 10 3 5 4 2
[Move] 249 8 10 3 4 4 3
[Move] 250 7 10 3 3 4 3
[Move] 251 6 10 3 3 5 2
[Move] 252 5 10 3 4 5 1
[Move] 253 6 10 1 4 4 0
[Move] 254 5 10 3 4 3 0
[Move] 255 5 9 0 4 4 2
[Move] 256 4 9 3 4 5 2
[Move] 257 4 10 2 4 4 0
[Move] 258 5 10 1 4 5 2
[Move] 259 6 10 1 4 4 0
[Move] 260 7 10 1 3 4 3
[Move] 261 7 9 0 3 5 2
[Move] 262 7 10 2 2 5 3
[Move] 263 7 9 0 1 5 3
[Move] 264 8 9 1 2 5 1
[Move] 265 9 9 1 2 4 0
[Move] 266 9 8 0 2 3 0
[Move] 267 9 7 0 1 3 3
[Move] 268 9 6 0 1 2 0
[Move] 269 10 6 1 2 2 1
[Move] 270 10 7 2 3 2 1
[Move] 271 10 8 2 3 3 2
[Move] 272 10 9 2 2 3 3
[Move] 273 10 10 2 2 4 2
[Move] 274 9 10 3 2 5 2
[Move] 275 8 10 3 2 6 2
[Move] 276 9 10 1 2 5 0
[Move] 277 10 10 1 2 6 2
[Move] 278 9 10 3 2 5 0
[Move] 279 8 10 3 3 5 1
[Move] 280 8 9 0 2 5 3
[Move] 281 7 9 3 2 6 2
[Move] 282 7 10 2 2 7 2
[Move] 283 6 10 3 2 8 2
[Move] 284 5 10 3 2 9 2
[Move] 285 6 10 1 2 10 2
[Move] 286 6 9 0 2 9 0
[Move] 287 6 8 0 2 10 2
[Move] 288 7 8 1 3 10 1
[Move] 289 6 8 3 2 10 3
[Move] 290 7 8 1 1 10 3
[Move] 291 7 7 0 2 10 1
[Move] 292 8 7 1 1 10 3
[Move] 293 8 6 0 2 10 1
[Move] 294 8 7 2 2 9 0
[Move] 295 9 7 1 2 10 2
[Move] 296 9 6 0 1 10 3
[Move] 297 8 6 3 1 9 0
[Move] 298 9 6 1 2 9 1
[Move] 299 9 5 0 3 9 1
[Move] 300 9 4 0 3 10 2
[Move] 301 9 5 2 2 10 3
[Move] 302 9 6 2 3 10 1
[Move] 303 9 5 0 4 10 1
[Move] 304 8 5 3 3 10 3
[Move] 305 7 5 3 2 10 3
[Move] 306 7 6 2 2 9 0
[Move] 307 7 7 2 2 8 0
[Move] 308 7 8 2 2 9 2
[Move] 309 6 8 3 2 8 0
[Move] 310 6 9 2 2 9 2
[Move] 311 5 9 3 1 9 3
[Move] 312 6 9 1 1 10 2
[Move] 313 6 10 2 2 10 1
[Move] 314 6 9 0 2 9 0
[Move] 315 6 8 0 3 9 1
[Move] 316 6 7 0 3 8 0
[Move] 317 6 8 2 2 8 3
[Move] 318 6 7 0 2 7 0
[Move] 319 7 7 1 2 6 0
[Move] 320 7 6 0 1 6 3
[Move] 321 6 6 3 1 5 0
[Move] 322 5 6 3 1 4 0
[Move] 323 5 7 2 1 3 0
[Move] 324 5 8 2 1 4 2
[Move] 325 4 8 3 2 4 1
[Move] 326 4 9 2 2 3 0
[Move] 327 5 9 1 1 3 3
[Move] 328 4 9 3 1 2 0
[Move] 329 4 8 0 1 3 2
[Move] 330 4 7 0 1 4 2
[Move] 331 3 7 3 2 4 1
[Move] 332 2 7 3 1 4 3
[Move] 333 3 7 1 1 3 0
[Move] 334 2 7 3 1 4 2
[Move] 335 3 7 1 2 4 1
[Move] 336 4 7 1 2 5 2
[Move] 337 3 7 3 1 5 3
[Move] 338 2 7 3 2 5 1
[Move] 339 3 7 1 3 5 1
[Move] 340 3 6 0 3 6 2
[Move] 341 2 6 3 4 6 1
[Move] 342 2 7 2 4 5 0
[Move] 343 2 6 0 4 6 2
[Move] 344 2 7 2 4 7 2
[Move] 345 2 6 0 5 7 1
[Move] 346 2 7 2 5 6 0
[Move] 347 2 8 2 5 5 0
[Move] 348 3 8 1 5 4 0
[Move] 349 2 8 3 6 4 1
[Move] 350 2 7 0 6 5 2
[Move] 351 1 7 3 5 5 3
[Move] 352 1 8 2 4 5 3
[Move] 353 2 8 1 4 4 0
[Move] 354 2 9 2 5 4 1
[Move] 355 1 9 3 5 5 2
[Move] 356 1 10 2 5 4 0
[Move] 357 2 10 1 5 5 2
[Move] 358 1 10 3 6 5 1
[Move] 359 2 10 1 5 5 3
[Move] 360 1 10 3 4 5 3
[Move] 361 2 10 1 3 5 3
[Move] 362 2 9 0 2 5 3
[Move] 363 1 9 3 2 6 2
[Move] 364 1 10 2 3 6 1
[Move] 365 2 10 1 3 7 2
[Move] 366 3 10 1 4 7 1
[Move] 367 4 10 1 5 7 1
[Move] 368 4 9 0 6 7 1
[Move] 369 4 8 0 5 7 3
[Move] 370 4 7 0 4 7 3
[Move] 371 4 6 0 4 6 0
[Move] 372 4 7 2 4 5 0
[Move] 373 4 8 2 4 4 0
[Move] 374 4 9 2 4 3 0
[Move] 375 5 9 1 4 2 0
[Move] 376 6 9 1 4 3 2
[Move] 377 5 9 3 4 2 0
[Move] 378 5 10 2 5 2 1
[Move] 379 6 10 1 5 1 0
[Move] 380 5 10 3 4 1 3
[Move] 381 6 10 1 3 1 3
[Move] 382 7 10 1 3 2 2
[Move] 383 8 10 1 4 2 1
[Move] 384 7 10 3 5 2 1
[Move] 385 6 10 3 4 2 3
[Move] 386 7 10 1 3 2 3
[Move] 387 7 9 0 4 2 1
[Move] 388 8 9 1 4 3 2
[Move] 389 9 9 1 5 3 1
[Move] 390 8 9 3 5 4 2
[Move] 391 8 10 2 6 4 1
[Move] 392 8 9 0 5 4 3
[Move] 393 8 8 0 5 5 2
[Move] 394 8 9 2 5 4 0
[Move] 395 8 10 2 5 5 2
[Move] 396 9 10 1 4 5 3
[Move] 397 9 9 0 4 6 2
[Move] 398 9 10 2 4 7 2
[Move] 399 10 10 1 4 8 2
[Move] 400 9 10 3 5 8 1
[Move] 401 8 10 3 5 9 2
[Move] 402 9 10 1 6 9 1
[Move] 403 9 9 0 7 9 1
[Move] 404 8 9 3 8 9 1
[Move] 405 9 9 1 8 10 2
[Move] 406 10 9 1 9 10 1
[Move] 407 10 10 2 8 10 3
[Move] 408 9 10 3 8 9 0
[Move] 409 9 9 0 9 9 1
[Move] 410 9 10 2 9 10 2
[Move] 411 9 9 0 10 10 1
[Move] 412 8 9 3 9 10 3
[Move] 413 9 9 1 10 10 1
[Move] 414 9 8 0 9 10 3
[Move] 415 10 8 1 10 10 1
[Move] 416 10 9 2 9 10 3
[Move] 417 10 10 2 9 9 0
[Move] 418 10 9 0 10 9 1
[Move] 419 9 9 3 10 10 2
[Move] 420 9 8 0 9 10 3
[Move] 421 8 8 3 10 10 1
[Move] 422 9 8 1 9 10 3
[Move] 423 9 7 0 9 9 0
[Move] 424 9 8 2 8 9 3
[Move] 425 9 7 0 8 10 2
[Move] 426 9 8 2 8 9 0
[Move] 427 8 8 3 7 9 3
[Move] 428 8 7 0 7 10 2
[Move] 429 8 6 0 7 9 0
[Move] 430 7 6 3 8 9 1
[Move] 431 7 7 2 8 10 2
[Move] 432 8 7 1 9 10 1
[Move] 433 8 8 2 8 10 3
[Move] 434 9 8 1 8 9 0
[Move] 435 10 8 1 9 9 1
[Move] 436 9 8 3 9 10 2
[Move] 437 9 9 2 9 9 0
[Move] 438 10 9 1 9 10 2
[Move] 439 9 9 3 10 10 1
[Move] 440 8 9 3 9 10 3
[Move] 441 8 8 0 10 10 1
[Move] 442 7 8 3 9 10 3
[Move] 443 6 8 3 10 10 1
[Move] 444 5 8 3 9 10 3
[Move] 445 5 7 0 10 10 1
[Move] 446 6 7 1 9 10 3
[Move] 447 7 7 1 10 10 1
[Move] 448 7 8 2 9 10 3
[Move] 449 7 7 0 10 10 1
[Move] 450 7 8 2 9 10 3
[Move] 451 6 8 3 9 9 0
[Move] 452 7 8 1 10 9 1
[Move] 453 6 8 3 9 9 3
[Move] 454 5 8 3 9 8 0
[Move] 455 6 8 1 9 7 0
[Move] 456 6 9 2 9 6 0
[Move] 457 7 9 1 9 5 0
[Move] 458 7 8 0 9 4 0
[Move] 459 6 8 3 9 3 0
[Move] 460 6 9 2 9 4 2
[Move] 461 6 10 2 9 3 0
[Move] 462 6 9 0 9 4 2
[Move] 463 7 9 1 10 4 1
[Move] 464 8 9 1 10 3 0
[Move] 465 9 9 1 9 3 3
[Move] 466 9 8 0 9 2 0
[Move] 467 10 8 1 9 1 0
[Move] 468 10 7 0 9 2 2
[Move] 469 9 7 3 8 2 3
[Move] 470 8 7 3 7 2 3
[Move] 471 8 8 2 6 2 3
[Move] 472 7 8 3 6 3 2
[Move] 473 6 8 3 7 3 1
[Move] 474 5 8 3 8 3 1
[Move] 475 5 7 0 7 3 3
[Move] 476 5 8 2 6 3 3
[Move] 477 4 8 3 7 3 1
[Move] 478 4 9 2 6 3 3
[Move] 479 4 8 0 5 3 3
[Move] 480 4 7 0 5 4 2
[Move] 481 3 7 3 5 5 2
[Move] 482 4 7 1 6 5 1
[Move] 483 4 8 2 6 6 2
[Move] 484 4 7 0 6 5 0
[Move] 485 4 6 0 6 4 0
[Move] 486 3 6 3 7 4 1
[Move] 487 2 6 3 6 4 3
[Move] 488 3 6 1 5 4 3
[Move] 489 4 6 1 5 3 0
[Move] 490 4 5 0 4 3 3
[Move] 491 4 4 0 4 4 2
[Move] 492 3 4 3 5 4 1
[Move] 493 4 4 1 6 4 1
[Move] 494 3 4 3 7 4 1
[Move] 495 4 4 1 8 4 1
[Move] 496 4 3 0 9 4 1
[Move] 497 5 3 1 8 4 3
[Move] 498 6 3 1 8 5 2
[Move] 499 7 3 1 8 4 0
[Move] 500 6 3 3 7 4 3
[Move] 501 7 3 1 7 5 2
[Move] 502 6 3 3 6 5 3
[Move] 503 6 2 0 6 4 0
[Move] 504 7 2 1 6 3 0
[Move] 505 6 2 3 5 3 3
[Move] 506 7 2 1 6 3 1
[Move] 507 7 3 2 5 3 3
[Move] 508 8 3 1 5 2 0
[Move] 509 7 3 3 4 2 3
[Move] 510 8 3 1 3 2 3
[Move] 511 7 3 3 3 1 0
[Move] 512 8 3 1 4 1 1
[Move] 513 8 4 2 5 1 1
[Move] 514 9 4 1 5 2 2
[Move] 515 9 5 2 6 2 1
[Move] 516 8 5 3 7 2 1
[Move] 517 8 6 2 7 3 2
[Move] 518 8 5 0 6 3 3
[Move] 519 8 6 2 5 3 3
[Move] 520 8 7 2 5 2 0
[Move] 521 9 7 1 5 1 0
[Move] 522 9 8 2 6 1 1
[Move] 523 10 8 1 7 1 1
[Move] 524 10 7 0 6 1 3
[Move] 525 9 7 3 7 1 1
[Move] 526 10 7 1 8 1 1
[Move] 527 9 7 3 9 1 1
[Move] 528 10 7 1 8 1 3
[Move] 529 10 6 0 7 1 3
[Move] 530 10 7 2 8 1 1
[Move] 531 10 6 0 7 1 3
[Move] 532 9 6 3 7 2 2
[Move] 533 9 7 2 8 2 1
[Move] 534 8 7 3 8 1 0
[Move] 535 7 7 3 8 2 2
[Move] 536 7 8 2 8 1 0
[Move] 537 8 8 1 8 2 2
[Move] 538 8 7 0 7 2 3
[Move] 539 8 6 0 7 3 2
[Move] 540 8 5 0 6 3 3
[Move] 541 7 5 3 5 3 3
[Move] 542 7 6 2 6 3 1
[Move] 543 6 6 3 6 2 0
[Move] 544 6 7 2 6 1 0
[Move] 545 5 7 3 5 1 3
[Move] 546 5 8 2 5 2 2
[Move] 547 6 8 1 4 2 3
[Move] 548 5 8 3 4 1 0
[Move] 549 5 9 2 4 2 2
[Move] 550 6 9 1 4 1 0
[Move] 551 5 9 3 5 1 1
[Move] 552 4 9 3 5 2 2
[Move] 553 4 10 2 4 2 3
[Move] 554 3 10 3 3 2 3
[Move] 555 2 10 3 3 3 2
[Move] 556 2 9 0 2 3 3
[Move] 557 2 10 2 3 3 1
[Move] 558 1 10 3 4 3 1
[Move] 559 2 10 1 4 2 0
[Move] 560 3 10 1 5 2 1
[Move] 561 2 10 3 6 2 1
[Move] 562 3 10 1 6 1 0
[Move] 563 2 10 3 7 1 1
[Move] 564 3 10 1 7 2 2
[Move] 565 4 10 1 8 2 1
[Move] 566 4 9 0 9 2 1
[Move] 567 4 10 2 8 2 3
[Move] 568 4 9 0 7 2 3
[Move] 569 5 9 1 6 2 3
[Move] 570 5 8 0 5 2 3
[Move] 571 6 8 1 5 1 0
[Move] 572 6 7 0 5 2 2
[Move] 573 5 7 3 5 1 0
[Move] 574 5 6 0 4 1 3
[Move] 575 5 5 0 3 1 3
[Move] 576 4 5 3 2 1 3
[Move] 577 4 6 2 3 1 1
[Move] 578 4 5 0 3 2 2
[Move] 579 4 6 2 2 2 3
[Move] 580 5 6 1 2 1 0
[Move] 581 4 6 3 2 2 2
[Move] 582 3 6 3 1 2 3
[Move] 583 2 6 3 1 3 2
[Move] 584 1 6 3 1 2 0
[Move] 585 1 5 0 1 1 0
[Move] 586 1 4 0 2 1 1
[Move] 587 1 3 0 2 2 2
[Move] 588 1 2 0 2 1 0
[Move] 589 1 1 0 3 1 1
[Move] 590 1 2 2 2 1 3
[Move] 591 2 2 1 1 1 3
[Move] 592 2 3 2 2 1 1
[Move] 593 3 3 1 2 2 2
[Move] 594 2 3 3 2 1 0
[Move] 595 1 3 3 3 1 1
[Move] 596 1 2 0 3 2 2
[Move] 597 2 2 1 4 2 1
[Move] 598 2 1 0 4 3 2
[Move] 599 1 1 3 3 3 3
[Move] 600 2 1 1 3 2 0
[Move] 601 3 1 1 3 3 2
[Move] 602 2 1 3 3 4 2
[Move] 603 2 2 2 4 4 1
[Move] 604 2 1 0 5 4 1
[Move] 605 1 1 3 5 5 2
[Move] 606 1 2 2 6 5 1
[Move] 607 1 3 2 6 6 2
[Move] 608 2 3 1 7 6 1
[Move] 609 1 3 3 7 5 0
[Move] 610 1 4 2 7 6 2
[Move] 611 1 3 0 7 7 2
[Move] 612 1 2 0 7 8 2
[Move] 613 2 2 1 8 8 1
[Move] 614 2 1 0 8 7 0
[Move] 615 2 2 2 7 7 3
[Move] 616 3 2 1 7 6 0
[Move] 617 2 2 3 7 5 0
[Move] 618 2 1 0 7 6 2
[Move] 619 3 1 1 7 5 0
[Move] 620 2 1 3 6 5 3
[Move] 621 3 1 1 5 5 3
[Move] 622 4 1 1 6 5 1
[Move] 623 5 1 1 6 4 0
[Move] 624 5 2 2 6 3 0
[Move] 625 4 2 3 7 3 1
[Move] 626 5 2 1 7 4 2
[Move] 627 4 2 3 8 4 1
[Move] 628 4 1 0 9 4 1
[Move] 629 4 2 2 8 4 3
[Move] 630 3 2 3 9 4 1
[Move] 631 4 2 1 9 3 0
[Move] 632 3 2 3 10 3 1
[Move] 633 4 2 1 9 3 3
[Move] 634 3 2 3 9 2 0
[Move] 635 4 2 1 9 1 0
[Move] 636 4 3 2 9 2 2
[Move] 637 4 2 0 10 2 1
[Move] 638 4 3 2 9 2 3
[Move] 639 4 2 0 8 2 3
[Move] 640 3 2 3 9 2 1
[Move] 641 2 2 3 9 1 0
[Move] 642 2 3 2 8 1 3
[Move] 643 3 3 1 8 2 2
[Move] 644 3 2 0 9 2 1
[Move] 645 3 3 2 10 2 1
[Move] 646 4 3 1 10 1 0
[Move] 647 3 3 3 9 1 3
[Move] 648 2 3 3 10 1 1
[Move] 649 3 3 1 10 2 2
[Move] 650 4 3 1 10 1 0
[Move] 651 4 2 0 9 1 3
[Move] 652 3 2 3 8 1 3
[Move] 653 3 3 2 7 1 3
[Move] 654 3 4 2 8 1 1
[Move] 655 3 3 0 7 1 3
[Move] 656 3 2 0 6 1 3
[Move] 657 3 1 0 7 1 1
[Move] 658 2 1 3 6 1 3
[Move] 659 1 1 3 7 1 1
[Move] 660 2 1 1 8 1 1
[Move] 661 2 2 2 7 1 3
[Move] 662 3 2 1 7 2 2
[Move] 663 3 3 2 7 1 0
[Move] 664 3 2 0 7 2 2
[Move] 665 2 2 3 6 2 3
[Move] 666 2 1 0 6 3 2
[Move] 667 3 1 1 6 4 2
[Move] 668 2 1 3 7 4 1
[Move] 669 3 1 1 8 4 1
[Move] 670 4 1 1 8 3 0
[Move] 671 5 1 1 9 3 1
[Move] 672 6 1 1 9 2 0
[Move] 673 7 1 1 9 1 0
[Move] 674 7 2 2 9 2 2
[Move] 675 8 2 1 8 2 3
[Move] 676 8 3 2 8 1 0
[Move] 677 8 4 2 9 1 1
[Move] 678 9 4 1 8 1 3
[Move] 679 10 4 1 9 1 1
[Move] 680 10 3 0 9 2 2
[Move] 681 10 2 0 9 3 2
[Move] 682 10 1 0 9 4 2
[Move] 683 10 2 2 9 3 0
[Move] 684 9 2 3 8 3 3
[Move] 685 9 3 2 8 4 2
[Move] 686 8 3 3 9 4 1
[Move] 687 8 4 2 10 4 1
[Move] 688 8 5 2 10 3 0
[Move] 689 7 5 3 9 3 3
[Move] 690 7 4 0 9 4 2
[Move] 691 7 5 2 9 3 0
[Move] 692 8 5 1 8 3 3
[Move] 693 7 5 3 9 3 1
[Move] 694 7 4 0 8 3 3
[Move] 695 6 4 3 8 4 2
[Move] 696 7 4 1 7 4 3
[Move] 697 6 4 3 7 3 0
[Move] 698 6 5 2 7 4 2
[Move] 699 7 5 1 8 4 1
[Move] 700 7 6 2 9 4 1
[Move] 701 7 7 2 8 4 3
[Move] 702 7 8 2 8 5 2
[Move] 703 7 9 2 7 5 3
[Move] 704 8 9 1 7 6 2
[Move] 705 8 10 2 6 6 3
[Move] 706 7 10 3 6 5 0
[Move] 707 8 10 1 5 5 3
[Move] 708 7 10 3 5 6 2
[Move] 709 6 10 3 5 5 0
[Move] 710 6 9 0 5 4 0
[Move] 711 5 9 3 6 4 1
[Move] 712 5 10 2 6 5 2
[Move] 713 5 9 0 5 5 3
[Move] 714 4 9 3 6 5 1
[Move] 715 5 9 1 6 6 2
[Move] 716 6 9 1 7 6 1
[Move] 717 6 10 2 7 7 2
[Move] 718 6 9 0 7 8 2
[Move] 719 6 10 2 7 7 0
[Move] 720 7 10 1 7 6 0
[Move] 721 8 10 1 7 7 2
[Move] 722 9 10 1 7 8 2
[Move] 723 9 9 0 7 7 0
[Move] 724 9 8 0 7 8 2
[Move] 725 10 8 1 7 7 0
[Move] 726 10 7 0 6 7 3
[Move] 727 10 8 2 6 6 0
[Move] 728 10 9 2 5 6 3
[Move] 729 10 8 0 6 6 1
[Move] 730 10 7 0 6 7 2
[Move] 731 9 7 3 6 8 2
[Move] 732 9 6 0 6 7 0
[Move] 733 10 6 1 6 6 0
[Move] 734 10 5 0 6 7 2
